sample_index,file_id,filename,true_label,attack_id,speaker_id,shard_source,index_in_shard,selection_seed
46,LA_E_6689240,LA_E_6689240.flac,SPOOF,A14,LA_0041,test-00000-of-00009.parquet,4123,42
47,LA_E_9098424,LA_E_9098424.flac,BONAFIDE,-,LA_0067,test-00000-of-00009.parquet,4817,42
48,LA_E_6865648,LA_E_6865648.flac,SPOOF,A14,LA_0006,test-00000-of-00009.parquet,5356,42
49,LA_E_3066139,LA_E_3066139.flac,SPOOF,A12,LA_0029,test-00000-of-00009.parquet,7512,42
50,LA_E_8534064,LA_E_8534064.flac,SPOOF,A13,LA_0035,test-00000-of-00009.parquet,106,42
51,LA_E_2486913,LA_E_2486913.flac,BONAFIDE,-,LA_0051,test-00000-of-00009.parquet,1402,42
52,LA_E_3607606,LA_E_3607606.flac,SPOOF,A19,LA_0030,test-00000-of-00009.parquet,3757,42
53,LA_E_3177069,LA_E_3177069.flac,SPOOF,A16,LA_0036,test-00000-of-00009.parquet,467,42
54,LA_E_7986426,LA_E_7986426.flac,BONAFIDE,-,LA_0065,test-00000-of-00009.parquet,5986,42
55,LA_E_8744180,LA_E_8744180.flac,BONAFIDE,-,LA_0044,test-00000-of-00009.parquet,2776,42
56,LA_E_3293930,LA_E_3293930.flac,BONAFIDE,-,LA_0052,test-00000-of-00009.parquet,1596,42
57,LA_E_1422655,LA_E_1422655.flac,SPOOF,A11,LA_0036,test-00000-of-00009.parquet,4880,42
58,LA_E_6197004,LA_E_6197004.flac,BONAFIDE,-,LA_0015,test-00000-of-00009.parquet,6473,42
59,LA_E_7610339,LA_E_7610339.flac,SPOOF,A18,LA_0022,test-00000-of-00009.parquet,3717,42
60,LA_E_8547733,LA_E_8547733.flac,BONAFIDE,-,LA_0058,test-00000-of-00009.parquet,6975,42
61,LA_E_9047083,LA_E_9047083.flac,BONAFIDE,-,LA_0058,test-00000-of-00009.parquet,6649,42
62,LA_E_5043905,LA_E_5043905.flac,BONAFIDE,-,LA_0042,test-00000-of-00009.parquet,4924,42
63,LA_E_1516842,LA_E_1516842.flac,SPOOF,A12,LA_0020,test-00000-of-00009.parquet,7458,42
64,LA_E_2298835,LA_E_2298835.flac,BONAFIDE,-,LA_0045,test-00000-of-00009.parquet,5650,42
65,LA_E_3841113,LA_E_3841113.flac,SPOOF,A07,LA_0012,test-00000-of-00009.parquet,6517,42
66,LA_E_5849185,LA_E_5849185.flac,BONAFIDE,-,LA_0030,test-00000-of-00009.parquet,5,42
67,LA_E_9669594,LA_E_9669594.flac,BONAFIDE,-,LA_0022,test-00000-of-00009.parquet,2838,42
68,LA_E_4295011,LA_E_4295011.flac,BONAFIDE,-,LA_0024,test-00000-of-00009.parquet,7603,42
69,LA_E_5623414,LA_E_5623414.flac,BONAFIDE,-,LA_0035,test-00000-of-00009.parquet,7245,42
70,LA_E_5891428,LA_E_5891428.flac,BONAFIDE,-,LA_0050,test-00000-of-00009.parquet,4314,42
71,LA_E_9905321,LA_E_9905321.flac,BONAFIDE,-,LA_0055,test-00000-of-00009.parquet,2407,42
72,LA_E_1890179,LA_E_1890179.flac,SPOOF,A12,LA_0011,test-00000-of-00009.parquet,6909,42
73,LA_E_9635335,LA_E_9635335.flac,SPOOF,A16,LA_0004,test-00000-of-00009.parquet,327,42
74,LA_E_7195650,LA_E_7195650.flac,SPOOF,A13,LA_0033,test-00000-of-00009.parquet,1151,42
75,LA_E_3599657,LA_E_3599657.flac,BONAFIDE,-,LA_0047,test-00000-of-00009.parquet,3207,42
76,LA_E_7996423,LA_E_7996423.flac,SPOOF,A13,LA_0048,test-00000-of-00009.parquet,5943,42
77,LA_E_7377457,LA_E_7377457.flac,BONAFIDE,-,LA_0001,test-00000-of-00009.parquet,2047,42
78,LA_E_3506812,LA_E_3506812.flac,BONAFIDE,-,LA_0022,test-00000-of-00009.parquet,7041,42
79,LA_E_6334125,LA_E_6334125.flac,BONAFIDE,-,LA_0033,test-00000-of-00009.parquet,3659,42
80,LA_E_7790286,LA_E_7790286.flac,BONAFIDE,-,LA_0041,test-00000-of-00009.parquet,6133,42
81,LA_E_5332673,LA_E_5332673.flac,BONAFIDE,-,LA_0010,test-00000-of-00009.parquet,6509,42
82,LA_E_3677013,LA_E_3677013.flac,SPOOF,A08,LA_0020,test-00000-of-00009.parquet,5839,42
83,LA_E_3379472,LA_E_3379472.flac,BONAFIDE,-,LA_0019,test-00000-of-00009.parquet,152,42
84,LA_E_4846990,LA_E_4846990.flac,SPOOF,A16,LA_0008,test-00000-of-00009.parquet,7249,42
85,LA_E_9251958,LA_E_9251958.flac,SPOOF,A11,LA_0002,test-00000-of-00009.parquet,5197,42
86,LA_E_7305496,LA_E_7305496.flac,SPOOF,A11,LA_0024,test-00000-of-00009.parquet,589,42
87,LA_E_8744516,LA_E_8744516.flac,SPOOF,A14,LA_0004,test-00000-of-00009.parquet,7224,42
88,LA_E_4704632,LA_E_4704632.flac,BONAFIDE,-,LA_0002,test-00000-of-00009.parquet,520,42
89,LA_E_5736014,LA_E_5736014.flac,SPOOF,A16,LA_0006,test-00000-of-00009.parquet,6596,42
90,LA_E_6399750,LA_E_6399750.flac,SPOOF,A19,LA_0031,test-00000-of-00009.parquet,5096,42
91,LA_E_1772316,LA_E_1772316.flac,BONAFIDE,-,LA_0035,test-00000-of-00009.parquet,2643,42
92,LA_E_4009672,LA_E_4009672.flac,BONAFIDE,-,LA_0012,test-00000-of-00009.parquet,1341,42
93,LA_E_1137577,LA_E_1137577.flac,BONAFIDE,-,LA_0025,test-00000-of-00009.parquet,4015,42
94,LA_E_7969621,LA_E_7969621.flac,BONAFIDE,-,LA_0054,test-00000-of-00009.parquet,1852,42
95,LA_E_5859240,LA_E_5859240.flac,BONAFIDE,-,LA_0066,test-00000-of-00009.parquet,2038,42
96,LA_E_4534902,LA_E_4534902.flac,BONAFIDE,-,LA_0018,test-00000-of-00009.parquet,858,42
97,LA_E_5641828,LA_E_5641828.flac,BONAFIDE,-,LA_0048,test-00000-of-00009.parquet,7205,42
98,LA_E_3944458,LA_E_3944458.flac,SPOOF,A18,LA_0020,test-00000-of-00009.parquet,4592,42
99,LA_E_6726128,LA_E_6726128.flac,SPOOF,A07,LA_0022,test-00000-of-00009.parquet,7712,42
100,LA_E_4367946,LA_E_4367946.flac,BONAFIDE,-,LA_0059,test-00000-of-00009.parquet,4413,42
101,LA_E_2404593,LA_E_2404593.flac,BONAFIDE,-,LA_0025,test-00000-of-00009.parquet,5910,42
102,LA_E_1636860,LA_E_1636860.flac,SPOOF,A12,LA_0021,test-00000-of-00009.parquet,1600,42
103,LA_E_6092883,LA_E_6092883.flac,SPOOF,A15,LA_0021,test-00000-of-00009.parquet,61,42
104,LA_E_5400327,LA_E_5400327.flac,BONAFIDE,-,LA_0042,test-00000-of-00009.parquet,842,42
105,LA_E_3890504,LA_E_3890504.flac,BONAFIDE,-,LA_0041,test-00000-of-00009.parquet,1918,42
106,LA_E_8189776,LA_E_8189776.flac,BONAFIDE,-,LA_0009,test-00000-of-00009.parquet,332,42
107,LA_E_5753260,LA_E_5753260.flac,BONAFIDE,-,LA_0056,test-00000-of-00009.parquet,598,42
108,LA_E_3106208,LA_E_3106208.flac,SPOOF,A18,LA_0031,test-00000-of-00009.parquet,7647,42
109,LA_E_2596343,LA_E_2596343.flac,SPOOF,A15,LA_0043,test-00000-of-00009.parquet,3397,42
110,LA_E_4461727,LA_E_4461727.flac,BONAFIDE,-,LA_0030,test-00000-of-00009.parquet,5130,42
111,LA_E_1745462,LA_E_1745462.flac,BONAFIDE,-,LA_0009,test-00000-of-00009.parquet,3622,42
112,LA_E_7828699,LA_E_7828699.flac,SPOOF,A17,LA_0010,test-00000-of-00009.parquet,4349,42
113,LA_E_3497087,LA_E_3497087.flac,BONAFIDE,-,LA_0057,test-00000-of-00009.parquet,2756,42
114,LA_E_9830496,LA_E_9830496.flac,BONAFIDE,-,LA_0056,test-00000-of-00009.parquet,4159,42
115,LA_E_9165283,LA_E_9165283.flac,BONAFIDE,-,LA_0008,test-00000-of-00009.parquet,4361,42
116,LA_E_2830807,LA_E_2830807.flac,SPOOF,A13,LA_0022,test-00000-of-00009.parquet,1279,42
117,LA_E_9978709,LA_E_9978709.flac,BONAFIDE,-,LA_0006,test-00000-of-00009.parquet,5077,42
118,LA_E_9237052,LA_E_9237052.flac,SPOOF,A08,LA_0017,test-00000-of-00009.parquet,5104,42
119,LA_E_2408705,LA_E_2408705.flac,BONAFIDE,-,LA_0042,test-00000-of-00009.parquet,6827,42
120,LA_E_1344566,LA_E_1344566.flac,SPOOF,A18,LA_0007,test-00000-of-00009.parquet,7412,42
121,LA_E_1754025,LA_E_1754025.flac,SPOOF,A08,LA_0014,test-00000-of-00009.parquet,4415,42
122,LA_E_6395551,LA_E_6395551.flac,BONAFIDE,-,LA_0036,test-00000-of-00009.parquet,4327,42
123,LA_E_1498668,LA_E_1498668.flac,SPOOF,A09,LA_0018,test-00000-of-00009.parquet,2464,42
124,LA_E_3555959,LA_E_3555959.flac,BONAFIDE,-,LA_0045,test-00000-of-00009.parquet,804,42
125,LA_E_8366343,LA_E_8366343.flac,SPOOF,A10,LA_0019,test-00000-of-00009.parquet,4577,42
126,LA_E_7720483,LA_E_7720483.flac,BONAFIDE,-,LA_0019,test-00000-of-00009.parquet,644,42
127,LA_E_1235225,LA_E_1235225.flac,BONAFIDE,-,LA_0027,test-00000-of-00009.parquet,4282,42
128,LA_E_1895751,LA_E_1895751.flac,BONAFIDE,-,LA_0025,test-00000-of-00009.parquet,7096,42
129,LA_E_5514068,LA_E_5514068.flac,SPOOF,A09,LA_0006,test-00000-of-00009.parquet,7882,42
130,LA_E_7187269,LA_E_7187269.flac,SPOOF,A08,LA_0009,test-00000-of-00009.parquet,6867,42
131,LA_E_6196004,LA_E_6196004.flac,SPOOF,A09,LA_0043,test-00000-of-00009.parquet,2105,42
132,LA_E_4650657,LA_E_4650657.flac,BONAFIDE,-,LA_0030,test-00000-of-00009.parquet,3369,42
133,LA_E_6948364,LA_E_6948364.flac,BONAFIDE,-,LA_0044,test-00000-of-00009.parquet,7274,42
134,LA_E_2547031,LA_E_2547031.flac,SPOOF,A18,LA_0029,test-00000-of-00009.parquet,3978,42
135,LA_E_7829044,LA_E_7829044.flac,SPOOF,A19,LA_0023,test-00000-of-00009.parquet,5688,42
136,LA_E_2245378,LA_E_2245378.flac,SPOOF,A13,LA_0001,test-00000-of-00009.parquet,1637,42
137,LA_E_4594525,LA_E_4594525.flac,SPOOF,A11,LA_0001,test-00000-of-00009.parquet,2762,42
138,LA_E_7239566,LA_E_7239566.flac,SPOOF,A11,LA_0013,test-00000-of-00009.parquet,5907,42
139,LA_E_9476709,LA_E_9476709.flac,BONAFIDE,-,LA_0052,test-00000-of-00009.parquet,705,42
140,LA_E_1204914,LA_E_1204914.flac,BONAFIDE,-,LA_0035,test-00000-of-00009.parquet,5865,42
141,LA_E_2779689,LA_E_2779689.flac,SPOOF,A19,LA_0043,test-00000-of-00009.parquet,5146,42
142,LA_E_1837686,LA_E_1837686.flac,SPOOF,A08,LA_0042,test-00000-of-00009.parquet,6998,42
143,LA_E_7728665,LA_E_7728665.flac,BONAFIDE,-,LA_0012,test-00000-of-00009.parquet,1700,42
144,LA_E_4010626,LA_E_4010626.flac,BONAFIDE,-,LA_0034,test-00000-of-00009.parquet,3965,42
145,LA_E_2333765,LA_E_2333765.flac,SPOOF,A09,LA_0046,test-00000-of-00009.parquet,4527,42
146,LA_E_3317367,LA_E_3317367.flac,SPOOF,A09,LA_0026,test-00000-of-00009.parquet,4239,42
147,LA_E_6901928,LA_E_6901928.flac,BONAFIDE,-,LA_0063,test-00000-of-00009.parquet,648,42
148,LA_E_6601631,LA_E_6601631.flac,SPOOF,A17,LA_0012,test-00000-of-00009.parquet,7618,42
149,LA_E_4732233,LA_E_4732233.flac,SPOOF,A14,LA_0029,test-00000-of-00009.parquet,2835,42
150,LA_E_7862570,LA_E_7862570.flac,BONAFIDE,-,LA_0025,test-00000-of-00009.parquet,5381,42
151,LA_E_5609818,LA_E_5609818.flac,BONAFIDE,-,LA_0034,test-00000-of-00009.parquet,6491,42
152,LA_E_5513762,LA_E_5513762.flac,BONAFIDE,-,LA_0033,test-00000-of-00009.parquet,6971,42
153,LA_E_4446740,LA_E_4446740.flac,BONAFIDE,-,LA_0041,test-00000-of-00009.parquet,1348,42
154,LA_E_9808926,LA_E_9808926.flac,BONAFIDE,-,LA_0034,test-00000-of-00009.parquet,6940,42
155,LA_E_4220286,LA_E_4220286.flac,BONAFIDE,-,LA_0060,test-00000-of-00009.parquet,2109,42
156,LA_E_8177958,LA_E_8177958.flac,BONAFIDE,-,LA_0022,test-00000-of-00009.parquet,833,42
157,LA_E_8622126,LA_E_8622126.flac,BONAFIDE,-,LA_0058,test-00000-of-00009.parquet,7114,42
158,LA_E_7491832,LA_E_7491832.flac,SPOOF,A15,LA_0026,test-00000-of-00009.parquet,3819,42
159,LA_E_2914296,LA_E_2914296.flac,BONAFIDE,-,LA_0020,test-00000-of-00009.parquet,4628,42
160,LA_E_4817837,LA_E_4817837.flac,BONAFIDE,-,LA_0046,test-00000-of-00009.parquet,7055,42
161,LA_E_1311985,LA_E_1311985.flac,BONAFIDE,-,LA_0034,test-00000-of-00009.parquet,228,42
162,LA_E_3529845,LA_E_3529845.flac,SPOOF,A16,LA_0022,test-00000-of-00009.parquet,2509,42
163,LA_E_3141295,LA_E_3141295.flac,SPOOF,A12,LA_0046,test-00000-of-00009.parquet,538,42
164,LA_E_1039225,LA_E_1039225.flac,SPOOF,A14,LA_0009,test-00000-of-00009.parquet,1697,42
165,LA_E_5389379,LA_E_5389379.flac,SPOOF,A07,LA_0040,test-00000-of-00009.parquet,4576,42
166,LA_E_1353690,LA_E_1353690.flac,SPOOF,A14,LA_0001,test-00000-of-00009.parquet,1111,42
167,LA_E_2016209,LA_E_2016209.flac,SPOOF,A09,LA_0042,test-00000-of-00009.parquet,6302,42
168,LA_E_6826863,LA_E_6826863.flac,BONAFIDE,-,LA_0044,test-00000-of-00009.parquet,2326,42
169,LA_E_5035687,LA_E_5035687.flac,SPOOF,A16,LA_0017,test-00000-of-00009.parquet,4054,42
170,LA_E_3070815,LA_E_3070815.flac,BONAFIDE,-,LA_0047,test-00000-of-00009.parquet,4302,42
171,LA_E_9398476,LA_E_9398476.flac,BONAFIDE,-,LA_0012,test-00000-of-00009.parquet,5952,42
172,LA_E_9994368,LA_E_9994368.flac,BONAFIDE,-,LA_0008,test-00000-of-00009.parquet,1875,42
173,LA_E_2557147,LA_E_2557147.flac,SPOOF,A11,LA_0020,test-00000-of-00009.parquet,6740,42
174,LA_E_8996625,LA_E_8996625.flac,SPOOF,A15,LA_0017,test-00000-of-00009.parquet,6889,42
175,LA_E_5329393,LA_E_5329393.flac,BONAFIDE,-,LA_0060,test-00000-of-00009.parquet,7575,42
176,LA_E_6282678,LA_E_6282678.flac,BONAFIDE,-,LA_0026,test-00000-of-00009.parquet,6414,42
177,LA_E_3168389,LA_E_3168389.flac,SPOOF,A12,LA_0024,test-00000-of-00009.parquet,4704,42
178,LA_E_4984304,LA_E_4984304.flac,BONAFIDE,-,LA_0050,test-00000-of-00009.parquet,6891,42
179,LA_E_7974334,LA_E_7974334.flac,SPOOF,A07,LA_0027,test-00000-of-00009.parquet,4811,42
180,LA_E_3765806,LA_E_3765806.flac,BONAFIDE,-,LA_0057,test-00000-of-00009.parquet,6886,42
181,LA_E_8432180,LA_E_8432180.flac,BONAFIDE,-,LA_0058,test-00000-of-00009.parquet,3446,42
182,LA_E_5876546,LA_E_5876546.flac,BONAFIDE,-,LA_0061,test-00000-of-00009.parquet,7855,42
183,LA_E_7455595,LA_E_7455595.flac,BONAFIDE,-,LA_0024,test-00000-of-00009.parquet,4969,42
184,LA_E_8142396,LA_E_8142396.flac,SPOOF,A15,LA_0017,test-00000-of-00009.parquet,6486,42
185,LA_E_8954069,LA_E_8954069.flac,SPOOF,A09,LA_0039,test-00000-of-00009.parquet,7556,42
186,LA_E_4726326,LA_E_4726326.flac,SPOOF,A13,LA_0026,test-00000-of-00009.parquet,1640,42
187,LA_E_4927073,LA_E_4927073.flac,BONAFIDE,-,LA_0035,test-00000-of-00009.parquet,5957,42
188,LA_E_5780087,LA_E_5780087.flac,BONAFIDE,-,LA_0012,test-00000-of-00009.parquet,2936,42
189,LA_E_7811426,LA_E_7811426.flac,SPOOF,A09,LA_0041,test-00000-of-00009.parquet,5997,42
190,LA_E_8433980,LA_E_8433980.flac,BONAFIDE,-,LA_0026,test-00000-of-00009.parquet,4997,42
191,LA_E_5241267,LA_E_5241267.flac,SPOOF,A19,LA_0015,test-00000-of-00009.parquet,5228,42
192,LA_E_3757378,LA_E_3757378.flac,BONAFIDE,-,LA_0028,test-00000-of-00009.parquet,39,42
193,LA_E_5593348,LA_E_5593348.flac,SPOOF,A18,LA_0011,test-00000-of-00009.parquet,4257,42
194,LA_E_7862687,LA_E_7862687.flac,BONAFIDE,-,LA_0061,test-00000-of-00009.parquet,1674,42
195,LA_E_5818870,LA_E_5818870.flac,BONAFIDE,-,LA_0050,test-00000-of-00009.parquet,5093,42
196,LA_E_2553827,LA_E_2553827.flac,BONAFIDE,-,LA_0066,test-00000-of-00009.parquet,491,42
197,LA_E_3533493,LA_E_3533493.flac,SPOOF,A15,LA_0022,test-00000-of-00009.parquet,3808,42
198,LA_E_6290182,LA_E_6290182.flac,BONAFIDE,-,LA_0013,test-00000-of-00009.parquet,5774,42
199,LA_E_6458340,LA_E_6458340.flac,SPOOF,A13,LA_0015,test-00000-of-00009.parquet,4363,42
200,LA_E_2919347,LA_E_2919347.flac,BONAFIDE,-,LA_0019,test-00000-of-00009.parquet,399,42
201,LA_E_3264244,LA_E_3264244.flac,BONAFIDE,-,LA_0025,test-00000-of-00009.parquet,3744,42
202,LA_E_3027257,LA_E_3027257.flac,BONAFIDE,-,LA_0031,test-00000-of-00009.parquet,6859,42
203,LA_E_5910912,LA_E_5910912.flac,BONAFIDE,-,LA_0028,test-00000-of-00009.parquet,4611,42
204,LA_E_6787784,LA_E_6787784.flac,BONAFIDE,-,LA_0008,test-00000-of-00009.parquet,2405,42
205,LA_E_4574179,LA_E_4574179.flac,SPOOF,A08,LA_0038,test-00000-of-00009.parquet,6685,42
206,LA_E_9318500,LA_E_9318500.flac,BONAFIDE,-,LA_0065,test-00000-of-00009.parquet,952,42
207,LA_E_6892275,LA_E_6892275.flac,BONAFIDE,-,LA_0008,test-00000-of-00009.parquet,5048,42
208,LA_E_5694987,LA_E_5694987.flac,BONAFIDE,-,LA_0020,test-00000-of-00009.parquet,624,42
209,LA_E_2931199,LA_E_2931199.flac,BONAFIDE,-,LA_0043,test-00000-of-00009.parquet,3368,42
210,LA_E_6461031,LA_E_6461031.flac,SPOOF,A13,LA_0041,test-00000-of-00009.parquet,3462,42
211,LA_E_3306343,LA_E_3306343.flac,SPOOF,A12,LA_0027,test-00000-of-00009.parquet,2404,42
212,LA_E_8354339,LA_E_8354339.flac,SPOOF,A09,LA_0023,test-00000-of-00009.parquet,4550,42
213,LA_E_2992000,LA_E_2992000.flac,BONAFIDE,-,LA_0046,test-00000-of-00009.parquet,3023,42
214,LA_E_9617894,LA_E_9617894.flac,BONAFIDE,-,LA_0014,test-00000-of-00009.parquet,158,42
215,LA_E_5903059,LA_E_5903059.flac,BONAFIDE,-,LA_0050,test-00000-of-00009.parquet,1087,42
216,LA_E_9072241,LA_E_9072241.flac,BONAFIDE,-,LA_0002,test-00000-of-00009.parquet,2587,42
217,LA_E_9067234,LA_E_9067234.flac,SPOOF,A16,LA_0010,test-00000-of-00009.parquet,964,42
218,LA_E_5323454,LA_E_5323454.flac,BONAFIDE,-,LA_0031,test-00000-of-00009.parquet,48,42
219,LA_E_6197222,LA_E_6197222.flac,BONAFIDE,-,LA_0038,test-00000-of-00009.parquet,5229,42
220,LA_E_4247457,LA_E_4247457.flac,SPOOF,A19,LA_0043,test-00000-of-00009.parquet,275,42
221,LA_E_1894268,LA_E_1894268.flac,BONAFIDE,-,LA_0015,test-00000-of-00009.parquet,1773,42
222,LA_E_7141383,LA_E_7141383.flac,BONAFIDE,-,LA_0065,test-00000-of-00009.parquet,1664,42
223,LA_E_1957306,LA_E_1957306.flac,BONAFIDE,-,LA_0011,test-00000-of-00009.parquet,6526,42
224,LA_E_2021989,LA_E_2021989.flac,BONAFIDE,-,LA_0044,test-00000-of-00009.parquet,3074,42
225,LA_E_7993665,LA_E_7993665.flac,SPOOF,A14,LA_0019,test-00000-of-00009.parquet,4473,42
226,LA_E_1876354,LA_E_1876354.flac,BONAFIDE,-,LA_0014,test-00000-of-00009.parquet,4065,42
227,LA_E_3199414,LA_E_3199414.flac,SPOOF,A10,LA_0012,test-00000-of-00009.parquet,2048,42
228,LA_E_9334976,LA_E_9334976.flac,SPOOF,A19,LA_0014,test-00000-of-00009.parquet,5266,42
229,LA_E_1063675,LA_E_1063675.flac,SPOOF,A19,LA_0017,test-00000-of-00009.parquet,2000,42
230,LA_E_1193863,LA_E_1193863.flac,SPOOF,A08,LA_0010,test-00000-of-00009.parquet,3347,42
231,LA_E_3248749,LA_E_3248749.flac,BONAFIDE,-,LA_0038,test-00000-of-00009.parquet,869,42
232,LA_E_9419854,LA_E_9419854.flac,BONAFIDE,-,LA_0009,test-00000-of-00009.parquet,692,42
233,LA_E_8393759,LA_E_8393759.flac,SPOOF,A09,LA_0041,test-00000-of-00009.parquet,5309,42
234,LA_E_1145962,LA_E_1145962.flac,BONAFIDE,-,LA_0020,test-00000-of-00009.parquet,477,42
235,LA_E_1101546,LA_E_1101546.flac,SPOOF,A08,LA_0002,test-00000-of-00009.parquet,2567,42
236,LA_E_4022756,LA_E_4022756.flac,BONAFIDE,-,LA_0068,test-00000-of-00009.parquet,794,42
237,LA_E_9028824,LA_E_9028824.flac,SPOOF,A09,LA_0013,test-00000-of-00009.parquet,3893,42
238,LA_E_3233972,LA_E_3233972.flac,SPOOF,A17,LA_0003,test-00000-of-00009.parquet,1617,42
239,LA_E_2810656,LA_E_2810656.flac,BONAFIDE,-,LA_0027,test-00000-of-00009.parquet,6438,42
240,LA_E_7179600,LA_E_7179600.flac,SPOOF,A07,LA_0016,test-00000-of-00009.parquet,6334,42
241,LA_E_3744905,LA_E_3744905.flac,BONAFIDE,-,LA_0051,test-00000-of-00009.parquet,2107,42
242,LA_E_1377183,LA_E_1377183.flac,SPOOF,A08,LA_0044,test-00000-of-00009.parquet,2671,42
