trial_index,file_id,filename,true_label,attack_id,speaker_id,rawnet2_score,prob_bonafide,prob_spoof,predicted_label,inference_time_ms,device
19,LA_E_1596239,LA_E_1596239.flac,BONAFIDE,-,LA_0041,-6.087447643280029,0.0022711984317948194,0.9977287498216749,SPOOF,23.426499999914085,cuda:0
20,LA_E_5050531,LA_E_5050531.flac,SPOOF,A14,LA_0009,-7.276765823364258,0.0006914181198350103,0.9993085876526846,SPOOF,24.263799999971525,cuda:0
21,LA_E_3783078,LA_E_3783078.flac,BONAFIDE,-,LA_0014,-0.0069843437522649765,0.9930399900916254,0.0069599619463775585,BONAFIDE,28.084400000807364,cuda:0
22,LA_E_2362137,LA_E_2362137.flac,BONAFIDE,-,LA_0058,-4.766108512878418,0.008513445745554255,0.9914865752791672,SPOOF,27.119300000777002,cuda:0
23,LA_E_7001747,LA_E_7001747.flac,SPOOF,A10,LA_0043,-3.3089609146118164,0.03655413689637796,0.9634459194511427,SPOOF,21.180600000661798,cuda:0
24,LA_E_6067961,LA_E_6067961.flac,BONAFIDE,-,LA_0009,-3.00020694732666,0.04977676613320969,0.9502232604337914,SPOOF,21.247100001346553,cuda:0
25,LA_E_8309979,LA_E_8309979.flac,BONAFIDE,-,LA_0067,-10.482657432556152,2.80181671176194e-05,0.9999719866022398,SPOOF,20.56810000067344,cuda:0
26,LA_E_3444316,LA_E_3444316.flac,BONAFIDE,-,LA_0061,-8.16391372680664,0.00028474579394050415,0.9997152900864609,SPOOF,20.53650000016205,cuda:0
27,LA_E_6400593,LA_E_6400593.flac,SPOOF,A11,LA_0044,-11.396135330200195,1.1238835408612121e-05,0.99998879445232,SPOOF,21.067300000140676,cuda:0
28,LA_E_2929931,LA_E_2929931.flac,BONAFIDE,-,LA_0012,-3.328521251678467,0.03584607321532418,0.9641539567047651,SPOOF,21.781000001283246,cuda:0
29,LA_E_1118214,LA_E_1118214.flac,SPOOF,A13,LA_0006,-6.265690803527832,0.0019004001617690404,0.9980996076385441,SPOOF,20.51699999901757,cuda:0
30,LA_E_3819347,LA_E_3819347.flac,SPOOF,A14,LA_0007,-10.979903221130371,1.7040746631330644e-05,0.9999829533624089,SPOOF,20.922000001519336,cuda:0
31,LA_E_8559895,LA_E_8559895.flac,SPOOF,A18,LA_0007,-8.820235252380371,0.00014771360616674175,0.9998523214951752,SPOOF,22.363799998856848,cuda:0
32,LA_E_7072688,LA_E_7072688.flac,SPOOF,A08,LA_0040,-10.264982223510742,3.4831715422375915e-05,0.9999651921008026,SPOOF,19.696000001204084,cuda:0
33,LA_E_6883827,LA_E_6883827.flac,SPOOF,A12,LA_0033,-5.802309989929199,0.003020569195784772,0.9969794472271218,SPOOF,22.016700000676792,cuda:0
34,LA_E_3142969,LA_E_3142969.flac,SPOOF,A10,LA_0001,-8.204483985900879,0.0002734247842245879,0.999726608666416,SPOOF,28.132499999628635,cuda:0
35,LA_E_4379866,LA_E_4379866.flac,SPOOF,A13,LA_0042,-3.8884494304656982,0.020477072559354527,0.9795229383633295,SPOOF,24.252100000012433,cuda:0
36,LA_E_6925972,LA_E_6925972.flac,BONAFIDE,-,LA_0016,-0.6909019947052002,0.5011238540859216,0.49887610719930986,BONAFIDE,21.052500000223517,cuda:0
37,LA_E_4335942,LA_E_4335942.flac,BONAFIDE,-,LA_0004,-3.833622455596924,0.021631115778157496,0.978368861214609,SPOOF,21.326000000044587,cuda:0
38,LA_E_5950324,LA_E_5950324.flac,SPOOF,A19,LA_0047,-9.766057968139648,5.7366045691650644e-05,0.9999426636198856,SPOOF,19.7889999999461,cuda:0
39,LA_E_7388854,LA_E_7388854.flac,BONAFIDE,-,LA_0009,-0.1657177358865738,0.8472853586902691,0.15271465072606424,BONAFIDE,25.01970000048459,cuda:0
40,LA_E_1612120,LA_E_1612120.flac,SPOOF,A08,LA_0006,-2.9099302291870117,0.05447953081774706,0.9455204198887531,SPOOF,22.154499998578103,cuda:0
41,LA_E_2965455,LA_E_2965455.flac,SPOOF,A09,LA_0024,-8.879541397094727,0.0001392079921147399,0.9998607829329756,SPOOF,26.50010000070324,cuda:0
42,LA_E_3105878,LA_E_3105878.flac,BONAFIDE,-,LA_0061,-0.004445788450539112,0.9955640794380033,0.0044358882520180555,BONAFIDE,23.97740000014892,cuda:0
43,LA_E_6679590,LA_E_6679590.flac,SPOOF,A17,LA_0041,-8.780484199523926,0.00015370364394677916,0.9998462436543534,SPOOF,24.10539999982575,cuda:0
44,LA_E_6657753,LA_E_6657753.flac,SPOOF,A13,LA_0023,-9.555364608764648,7.082031886889162e-05,0.9999291946990259,SPOOF,25.780599999052356,cuda:0
45,LA_E_5704275,LA_E_5704275.flac,SPOOF,A13,LA_0004,-6.0193190574646,0.0024313246238246208,0.9975686918353581,SPOOF,24.90850000140199,cuda:0
46,LA_E_6689240,LA_E_6689240.flac,SPOOF,A14,LA_0041,-7.150582313537598,0.0007844071773747951,0.9992156225317975,SPOOF,20.956999998816173,cuda:0
47,LA_E_9098424,LA_E_9098424.flac,BONAFIDE,-,LA_0067,-10.163675308227539,3.8545341503487094e-05,0.9999614968828868,SPOOF,25.317999999970198,cuda:0
48,LA_E_6865648,LA_E_6865648.flac,SPOOF,A14,LA_0006,-3.216965913772583,0.040076469445500744,0.9599235769432833,SPOOF,27.980199998637545,cuda:0
49,LA_E_3066139,LA_E_3066139.flac,SPOOF,A12,LA_0029,-4.374857425689697,0.012589937116080602,0.9874100220929066,SPOOF,19.85210000020743,cuda:0
50,LA_E_8534064,LA_E_8534064.flac,SPOOF,A13,LA_0035,-7.153200626373291,0.0007823560404247745,0.9992176459318082,SPOOF,23.071499999787193,cuda:0
51,LA_E_2486913,LA_E_2486913.flac,BONAFIDE,-,LA_0051,-0.00037877538125030696,0.9996212963450881,0.0003787423194673122,BONAFIDE,25.113100000453414,cuda:0
52,LA_E_3607606,LA_E_3607606.flac,SPOOF,A19,LA_0030,-5.51046085357666,0.004044243149765412,0.9959557960596718,SPOOF,20.544400000289897,cuda:0
53,LA_E_3177069,LA_E_3177069.flac,SPOOF,A16,LA_0036,-6.939493656158447,0.0009687599986542978,0.9990312909346835,SPOOF,25.447099998928024,cuda:0
54,LA_E_7986426,LA_E_7986426.flac,BONAFIDE,-,LA_0065,-0.004996788688004017,0.9950156744933234,0.004984383849245236,BONAFIDE,24.75369999956456,cuda:0
55,LA_E_8744180,LA_E_8744180.flac,BONAFIDE,-,LA_0044,-9.666507720947266,6.337077778797506e-05,0.9999365846769599,SPOOF,19.683500000610366,cuda:0
56,LA_E_3293930,LA_E_3293930.flac,BONAFIDE,-,LA_0052,-2.8690779209136963,0.056751231585231904,0.9432487196957383,SPOOF,25.86209999935818,cuda:0
57,LA_E_1422655,LA_E_1422655.flac,SPOOF,A11,LA_0036,-8.975613594055176,0.00012645632149379748,0.9998735349447194,SPOOF,19.567899998946814,cuda:0
58,LA_E_6197004,LA_E_6197004.flac,BONAFIDE,-,LA_0015,-3.8606302738189697,0.021054725098224637,0.9789452173383022,SPOOF,21.671999998943647,cuda:0
59,LA_E_7610339,LA_E_7610339.flac,SPOOF,A18,LA_0022,-0.0035461417865008116,0.9964601383486744,0.003539837794578797,BONAFIDE,56.210799999462324,cuda:0
60,LA_E_8547733,LA_E_8547733.flac,BONAFIDE,-,LA_0058,-4.784013271331787,0.00836237106960799,0.9916376530954348,SPOOF,31.01790000073379,cuda:0
61,LA_E_9047083,LA_E_9047083.flac,BONAFIDE,-,LA_0058,-0.01108712051063776,0.9889741150921968,0.01102590471105959,BONAFIDE,30.11039999910281,cuda:0
62,LA_E_5043905,LA_E_5043905.flac,BONAFIDE,-,LA_0042,-3.318441152572632,0.03620923245143814,0.9637907264716721,SPOOF,25.38009999989299,cuda:0
63,LA_E_1516842,LA_E_1516842.flac,SPOOF,A12,LA_0020,-7.5045576095581055,0.0005505693630995249,0.9994494371775127,SPOOF,23.782299998856615,cuda:0
64,LA_E_2298835,LA_E_2298835.flac,BONAFIDE,-,LA_0045,-5.192575454711914,0.005557674827328145,0.9944422907558976,SPOOF,23.794499998984975,cuda:0
65,LA_E_3841113,LA_E_3841113.flac,SPOOF,A07,LA_0012,-2.52589750289917,0.0799864924531916,0.9200135385502222,SPOOF,32.869900000150665,cuda:0
66,LA_E_5849185,LA_E_5849185.flac,BONAFIDE,-,LA_0030,-0.0023316359147429466,0.9976710802368409,0.002328959718542282,BONAFIDE,19.894200000635465,cuda:0
67,LA_E_9669594,LA_E_9669594.flac,BONAFIDE,-,LA_0022,-0.09018419682979584,0.9137628575474421,0.08623712524942476,BONAFIDE,25.97310000055586,cuda:0
68,LA_E_4295011,LA_E_4295011.flac,BONAFIDE,-,LA_0024,-2.5748875486897305e-05,0.9999742514560126,2.5726563816305825e-05,BONAFIDE,20.076100001460873,cuda:0
69,LA_E_5623414,LA_E_5623414.flac,BONAFIDE,-,LA_0035,-1.4258570671081543,0.2403024196244955,0.7596975833853573,SPOOF,30.285700000604265,cuda:0
70,LA_E_5891428,LA_E_5891428.flac,BONAFIDE,-,LA_0050,-0.0134189547970891,0.9866706780027383,0.013329321080836131,BONAFIDE,20.975700001145015,cuda:0
71,LA_E_9905321,LA_E_9905321.flac,BONAFIDE,-,LA_0055,-5.872603416442871,0.0028155337772682674,0.997184477625599,SPOOF,21.09259999997448,cuda:0
72,LA_E_1890179,LA_E_1890179.flac,SPOOF,A12,LA_0011,-7.919984817504883,0.0003634078438909792,0.9996365438278723,SPOOF,20.808299999771407,cuda:0
73,LA_E_9635335,LA_E_9635335.flac,SPOOF,A16,LA_0004,-0.027026133611798286,0.9733358044118946,0.02666418514701926,BONAFIDE,22.18899999934365,cuda:0
74,LA_E_7195650,LA_E_7195650.flac,SPOOF,A13,LA_0033,-10.071834564208984,4.225302689639858e-05,0.9999578016931774,SPOOF,28.751600000759936,cuda:0
75,LA_E_3599657,LA_E_3599657.flac,BONAFIDE,-,LA_0047,-4.899622440338135,0.007449395131137497,0.9925506120290734,SPOOF,19.660099998873193,cuda:0
76,LA_E_7996423,LA_E_7996423.flac,SPOOF,A13,LA_0048,-11.308408737182617,1.2269319795316676e-05,0.9999877215940446,SPOOF,25.539399999615853,cuda:0
77,LA_E_7377457,LA_E_7377457.flac,BONAFIDE,-,LA_0001,-0.005076139234006405,0.9949367225887512,0.00506324344036567,BONAFIDE,25.16479999940202,cuda:0
78,LA_E_3506812,LA_E_3506812.flac,BONAFIDE,-,LA_0022,-9.786603914108127e-05,0.9999021387495836,9.7895374980074e-05,BONAFIDE,20.010000000183936,cuda:0
79,LA_E_6334125,LA_E_6334125.flac,BONAFIDE,-,LA_0033,-0.303879052400589,0.7379501143481384,0.26204991308282816,BONAFIDE,22.74060000127065,cuda:0
80,LA_E_7790286,LA_E_7790286.flac,BONAFIDE,-,LA_0041,-9.223788261413574,9.866421294545964e-05,0.9999013044465942,SPOOF,26.170600000114064,cuda:0
81,LA_E_5332673,LA_E_5332673.flac,BONAFIDE,-,LA_0010,-0.07762335240840912,0.9253128777846451,0.07468712089422203,BONAFIDE,20.5537000001641,cuda:0
82,LA_E_3677013,LA_E_3677013.flac,SPOOF,A08,LA_0020,-5.300697326660156,0.004988114348737593,0.9950118978138696,SPOOF,19.821899999442394,cuda:0
83,LA_E_3379472,LA_E_3379472.flac,BONAFIDE,-,LA_0019,-0.10806464403867722,0.8975695720328594,0.10243041329065457,BONAFIDE,24.30860000094981,cuda:0
84,LA_E_4846990,LA_E_4846990.flac,SPOOF,A16,LA_0008,-10.096558570861816,4.1221171144443754e-05,0.999958755287689,SPOOF,19.400199998926837,cuda:0
85,LA_E_9251958,LA_E_9251958.flac,SPOOF,A11,LA_0002,-9.715051651000977,6.036798453017937e-05,0.9999396837375756,SPOOF,21.848399999726098,cuda:0
86,LA_E_7305496,LA_E_7305496.flac,SPOOF,A11,LA_0024,-8.555309295654297,0.000192520234465451,0.9998075140497616,SPOOF,27.41960000093968,cuda:0
87,LA_E_8744516,LA_E_8744516.flac,SPOOF,A14,LA_0004,-8.010626792907715,0.00033191661079278736,0.9996681123090606,SPOOF,29.625299999679555,cuda:0
88,LA_E_4704632,LA_E_4704632.flac,BONAFIDE,-,LA_0002,-0.003236890770494938,0.9967683423126062,0.003231629216594782,BONAFIDE,21.711900000809692,cuda:0
89,LA_E_5736014,LA_E_5736014.flac,SPOOF,A16,LA_0006,-0.5525209903717041,0.5754971572951301,0.42450274967532986,BONAFIDE,24.632099999507773,cuda:0
90,LA_E_6399750,LA_E_6399750.flac,SPOOF,A19,LA_0031,-9.946290969848633,4.790498586864049e-05,0.999952080163394,SPOOF,23.434100001395564,cuda:0
91,LA_E_1772316,LA_E_1772316.flac,BONAFIDE,-,LA_0035,-8.512391090393066,0.00020096272991773645,0.9997990535283231,SPOOF,24.24280000013823,cuda:0
92,LA_E_4009672,LA_E_4009672.flac,BONAFIDE,-,LA_0012,-0.0006074252305552363,0.9993927592148026,0.0006072097722247114,BONAFIDE,20.876599999610335,cuda:0
93,LA_E_1137577,LA_E_1137577.flac,BONAFIDE,-,LA_0025,-2.999107837677002,0.04983150633442647,0.950168475638725,SPOOF,21.91599999969185,cuda:0
94,LA_E_7969621,LA_E_7969621.flac,BONAFIDE,-,LA_0054,-7.168501853942871,0.0007704761528248255,0.9992295483574873,SPOOF,20.29489999949874,cuda:0
95,LA_E_5859240,LA_E_5859240.flac,BONAFIDE,-,LA_0066,-0.00026651646476238966,0.9997335190475957,0.00026647240433962674,BONAFIDE,23.711600000751787,cuda:0
96,LA_E_4534902,LA_E_4534902.flac,BONAFIDE,-,LA_0018,-0.09355726093053818,0.9106858692128867,0.08931409111558059,BONAFIDE,20.35260000047856,cuda:0
97,LA_E_5641828,LA_E_5641828.flac,BONAFIDE,-,LA_0048,-5.349995136260986,0.0047481740932348955,0.9952517780802852,SPOOF,28.618799999094335,cuda:0
98,LA_E_3944458,LA_E_3944458.flac,SPOOF,A18,LA_0020,-8.21192741394043,0.00027139712225875964,0.9997286341195252,SPOOF,39.36819999944419,cuda:0
99,LA_E_6726128,LA_E_6726128.flac,SPOOF,A07,LA_0022,-0.23441167175769806,0.7910361016341403,0.20896391039108642,BONAFIDE,25.913100000252598,cuda:0
100,LA_E_4367946,LA_E_4367946.flac,BONAFIDE,-,LA_0059,-5.708463191986084,0.0033177674005191037,0.9966822438532595,SPOOF,23.464800000510877,cuda:0
101,LA_E_2404593,LA_E_2404593.flac,BONAFIDE,-,LA_0025,-9.877561569213867,5.1313249246876375e-05,0.9999487426325072,SPOOF,21.147800000107964,cuda:0
102,LA_E_1636860,LA_E_1636860.flac,SPOOF,A12,LA_0021,-3.105881690979004,0.0447850146033149,0.9552149619821619,SPOOF,20.612799999071285,cuda:0
103,LA_E_6092883,LA_E_6092883.flac,SPOOF,A15,LA_0021,-8.911898612976074,0.00013477570401933053,0.9998651924758161,SPOOF,20.867400000497582,cuda:0
104,LA_E_5400327,LA_E_5400327.flac,BONAFIDE,-,LA_0042,-0.49932861328125,0.6069380130725954,0.3930619908844509,BONAFIDE,23.133700000471435,cuda:0
105,LA_E_3890504,LA_E_3890504.flac,BONAFIDE,-,LA_0041,-0.00374520942568779,0.9962617951239031,0.0037382006026841132,BONAFIDE,20.728199999211938,cuda:0
106,LA_E_8189776,LA_E_8189776.flac,BONAFIDE,-,LA_0009,-1.8310422897338867,0.16024645746411398,0.8397535361865174,SPOOF,21.06129999992845,cuda:0
107,LA_E_5753260,LA_E_5753260.flac,BONAFIDE,-,LA_0056,-5.778731346130371,0.0030926364056599906,0.9969074104943533,SPOOF,23.12040000106208,cuda:0
108,LA_E_3106208,LA_E_3106208.flac,SPOOF,A18,LA_0031,-11.466280937194824,1.0477494970302063e-05,0.9999895096921129,SPOOF,21.942900000794907,cuda:0
109,LA_E_2596343,LA_E_2596343.flac,SPOOF,A15,LA_0043,-3.351445198059082,0.035033686881296634,0.9649662576478324,SPOOF,23.390500000459724,cuda:0
110,LA_E_4461727,LA_E_4461727.flac,BONAFIDE,-,LA_0030,-0.00048708971007727087,0.9995130288988571,0.00048701744358890976,BONAFIDE,21.923900001638685,cuda:0
111,LA_E_1745462,LA_E_1745462.flac,BONAFIDE,-,LA_0009,-0.01705070026218891,0.9830938402559015,0.016906120624130466,BONAFIDE,20.075399999768706,cuda:0
112,LA_E_7828699,LA_E_7828699.flac,SPOOF,A17,LA_0010,-9.664787292480469,6.347989651661325e-05,0.9999364654825127,SPOOF,24.74660000007134,cuda:0
113,LA_E_3497087,LA_E_3497087.flac,BONAFIDE,-,LA_0057,-7.763861179351807,0.0004248131302121946,0.9995751994161622,SPOOF,24.18029999898863,cuda:0
114,LA_E_9830496,LA_E_9830496.flac,BONAFIDE,-,LA_0056,-0.14564131200313568,0.864467721776823,0.13553226790969078,BONAFIDE,21.55739999943762,cuda:0
115,LA_E_9165283,LA_E_9165283.flac,BONAFIDE,-,LA_0008,-6.745784282684326,0.0011758261375153151,0.9988241923917096,SPOOF,23.803699999916716,cuda:0
116,LA_E_2830807,LA_E_2830807.flac,SPOOF,A13,LA_0022,-0.904486358165741,0.40474972811278054,0.5952503189843065,SPOOF,22.787799998695846,cuda:0
117,LA_E_9978709,LA_E_9978709.flac,BONAFIDE,-,LA_0006,-0.0027348517905920744,0.9972688845097142,0.0027311284348560034,BONAFIDE,21.613900000374997,cuda:0
118,LA_E_9237052,LA_E_9237052.flac,SPOOF,A08,LA_0017,-5.12607479095459,0.00593982984907581,0.9940601273166598,SPOOF,27.873499999259366,cuda:0
119,LA_E_2408705,LA_E_2408705.flac,BONAFIDE,-,LA_0042,-7.777860164642334,0.0004189076095421684,0.9995810357342454,SPOOF,21.778800000902265,cuda:0
120,LA_E_1344566,LA_E_1344566.flac,SPOOF,A18,LA_0007,-0.00023231192608363926,0.9997677150562424,0.00023230967507098762,BONAFIDE,21.865500000785687,cuda:0
121,LA_E_1754025,LA_E_1754025.flac,SPOOF,A08,LA_0014,-8.785463333129883,0.00015294023510234938,0.9998470778750265,SPOOF,21.632099998896592,cuda:0
122,LA_E_6395551,LA_E_6395551.flac,BONAFIDE,-,LA_0036,-0.6936092972755432,0.4997689950219429,0.500231020400169,SPOOF,22.61230000112846,cuda:0
123,LA_E_1498668,LA_E_1498668.flac,SPOOF,A09,LA_0018,-9.468152046203613,7.727407454024199e-05,0.9999227583468039,SPOOF,21.894499999689288,cuda:0
124,LA_E_3555959,LA_E_3555959.flac,BONAFIDE,-,LA_0045,-0.002873223042115569,0.9971309007127747,0.0028691273121864832,BONAFIDE,20.508300000074087,cuda:0
125,LA_E_8366343,LA_E_8366343.flac,SPOOF,A10,LA_0019,-5.897217273712158,0.002747078560260179,0.997252879221406,SPOOF,24.443599999358412,cuda:0
126,LA_E_7720483,LA_E_7720483.flac,BONAFIDE,-,LA_0019,-3.8023574352264404,0.0223180963245215,0.9776819583675456,SPOOF,21.764799999800744,cuda:0
127,LA_E_1235225,LA_E_1235225.flac,BONAFIDE,-,LA_0027,-0.00018630675913300365,0.9998137105948935,0.00018633009352309946,BONAFIDE,30.829999999696156,cuda:0
128,LA_E_1895751,LA_E_1895751.flac,BONAFIDE,-,LA_0025,-1.5814435482025146,0.20567797772756827,0.7943219731138327,SPOOF,23.784400000295136,cuda:0
129,LA_E_5514068,LA_E_5514068.flac,SPOOF,A09,LA_0006,-8.761751174926758,0.0001566101166054556,0.9998433835264354,SPOOF,25.92509999885806,cuda:0
130,LA_E_7187269,LA_E_7187269.flac,SPOOF,A08,LA_0009,-2.8543922901153564,0.0575908089924649,0.9424092421423632,SPOOF,28.89569999933883,cuda:0
131,LA_E_6196004,LA_E_6196004.flac,SPOOF,A09,LA_0043,-6.753542900085449,0.001166738651134999,0.9988332311045681,SPOOF,21.224699999947916,cuda:0
132,LA_E_4650657,LA_E_4650657.flac,BONAFIDE,-,LA_0030,-0.00012468514614738524,0.9998753226267224,0.00012470993054834774,BONAFIDE,22.28829999876325,cuda:0
133,LA_E_6948364,LA_E_6948364.flac,BONAFIDE,-,LA_0044,-9.733087539672852,5.928895416754652e-05,0.999940756491565,SPOOF,22.69519999936165,cuda:0
134,LA_E_2547031,LA_E_2547031.flac,SPOOF,A18,LA_0029,-2.1079516410827637,0.12148655982035343,0.8785134711215975,SPOOF,21.793600000819424,cuda:0
135,LA_E_7829044,LA_E_7829044.flac,SPOOF,A19,LA_0023,-12.02453327178955,5.9953087366325425e-06,0.9999940395710211,SPOOF,25.61950000017532,cuda:0
136,LA_E_2245378,LA_E_2245378.flac,SPOOF,A13,LA_0001,-5.144878387451172,0.00582918322273292,0.9941708691544036,SPOOF,24.73930000087421,cuda:0
137,LA_E_4594525,LA_E_4594525.flac,SPOOF,A11,LA_0001,-5.5947370529174805,0.003717376680349128,0.9962826198071965,SPOOF,29.66729999934614,cuda:0
138,LA_E_7239566,LA_E_7239566.flac,SPOOF,A11,LA_0013,-9.478693008422852,7.646380942944002e-05,0.9999235926822447,SPOOF,23.74990000134858,cuda:0
139,LA_E_9476709,LA_E_9476709.flac,BONAFIDE,-,LA_0052,-0.013563028536736965,0.9865285349081471,0.013471454522629276,BONAFIDE,26.225699999486096,cuda:0
140,LA_E_1204914,LA_E_1204914.flac,BONAFIDE,-,LA_0035,-0.2635763883590698,0.7682989311029674,0.2317011010447598,BONAFIDE,21.704499999032123,cuda:0
141,LA_E_2779689,LA_E_2779689.flac,SPOOF,A19,LA_0043,-10.540422439575195,2.6445555717661048e-05,0.9999735362389561,SPOOF,20.21939999940514,cuda:0
142,LA_E_1837686,LA_E_1837686.flac,SPOOF,A08,LA_0042,-1.9801002740859985,0.1380553932384294,0.8619446260722818,SPOOF,22.572699999727774,cuda:0
143,LA_E_7728665,LA_E_7728665.flac,BONAFIDE,-,LA_0012,-0.28351160883903503,0.7531343790735378,0.24686559562661556,BONAFIDE,27.536600000530598,cuda:0
144,LA_E_4010626,LA_E_4010626.flac,BONAFIDE,-,LA_0034,-0.004904383327811956,0.9951076235233479,0.004892349284965982,BONAFIDE,24.04480000041076,cuda:0
145,LA_E_2333765,LA_E_2333765.flac,SPOOF,A09,LA_0046,-9.19090747833252,0.00010196229413843581,0.999898086446007,SPOOF,20.929799999066745,cuda:0
146,LA_E_3317367,LA_E_3317367.flac,SPOOF,A09,LA_0026,-10.485002517700195,2.7952539111855583e-05,0.9999721058045592,SPOOF,19.942699998864555,cuda:0
147,LA_E_6901928,LA_E_6901928.flac,BONAFIDE,-,LA_0063,-9.595693588256836,6.80210332403805e-05,0.9999319361258716,SPOOF,21.66649999890069,cuda:0
148,LA_E_6601631,LA_E_6601631.flac,SPOOF,A17,LA_0012,-8.257599830627441,0.0002592805622502077,0.999740667862359,SPOOF,22.558700000445242,cuda:0
149,LA_E_4732233,LA_E_4732233.flac,SPOOF,A14,LA_0029,-7.52889347076416,0.0005373325019727297,0.9994626549971048,SPOOF,26.769900001454516,cuda:0
150,LA_E_7862570,LA_E_7862570.flac,BONAFIDE,-,LA_0025,-6.289065361022949,0.0018564942881601457,0.9981435494913043,SPOOF,23.629599998457707,cuda:0
151,LA_E_5609818,LA_E_5609818.flac,BONAFIDE,-,LA_0034,-0.08531806617975235,0.9182201831643271,0.08177979654516877,BONAFIDE,22.134400000140886,cuda:0
152,LA_E_5513762,LA_E_5513762.flac,BONAFIDE,-,LA_0033,-4.664115905761719,0.009427579408827264,0.9905724132428979,SPOOF,21.569000000454253,cuda:0
153,LA_E_4446740,LA_E_4446740.flac,BONAFIDE,-,LA_0041,-0.7183384895324707,0.48756167216888713,0.512438349106064,SPOOF,22.069900000133202,cuda:0
154,LA_E_9808926,LA_E_9808926.flac,BONAFIDE,-,LA_0034,-5.954124927520752,0.002595113753912143,0.9974048902517317,SPOOF,20.515800000794115,cuda:0
155,LA_E_4220286,LA_E_4220286.flac,BONAFIDE,-,LA_0060,-0.011009424924850464,0.9890509570004973,0.010949081973107157,BONAFIDE,19.92909999898984,cuda:0
156,LA_E_8177958,LA_E_8177958.flac,BONAFIDE,-,LA_0022,-0.02970239333808422,0.9707343875846294,0.029265614181266823,BONAFIDE,21.53089999956137,cuda:0
157,LA_E_8622126,LA_E_8622126.flac,BONAFIDE,-,LA_0058,-0.0037965141236782074,0.9962106835245287,0.003789339949777765,BONAFIDE,29.528000000937027,cuda:0
158,LA_E_7491832,LA_E_7491832.flac,SPOOF,A15,LA_0026,-3.0578997135162354,0.04698627630053099,0.9530137379705785,SPOOF,27.351599999747123,cuda:0
